epoch,train_loss,val_loss
0,0.0011246248614042997,0.0003340673749510926
1,0.00031896578730084,0.0004430050102061186
2,0.0004287988704163581,0.0006153273237655356
3,0.000599808874540031,0.0005051624509152535
4,0.0004777907452080399,0.00032497659637567827
5,0.0003303607809357345,0.00022980003883272957
6,0.00025764311430975795,0.0002367927017609941
7,0.00022698886459693313,0.00028481580832358987
